type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/attribute_id,properties/label_type,properties/neighborhood,properties/severity,properties/is_temporary
Feature,Point,-122.37348937988281,47.6628532409668,52096660,CurbRamp,West Woodland,1,false
Feature,Point,-122.37091064453125,47.66355514526367,52096668,CurbRamp,West Woodland,1,false
Feature,Point,-122.37065124511719,47.6635627746582,52096669,CurbRamp,West Woodland,1,false
Feature,Point,-122.37134552001953,47.67521286010742,52096678,CurbRamp,West Woodland,1,false
Feature,Point,-122.36088562011719,47.67592239379883,52096681,CurbRamp,West Woodland,3,false
Feature,Point,-122.36286163330078,47.67593765258789,52096682,CurbRamp,West Woodland,2,false
Feature,Point,-122.36180877685547,47.674251556396484,52096683,CurbRamp,West Woodland,1,false
Feature,Point,-122.36405944824219,47.67593765258789,52096684,CurbRamp,West Woodland,1,false
Feature,Point,-122.36296844482422,47.67593765258789,52096685,CurbRamp,West Woodland,2,false
Feature,Point,-122.3617935180664,47.66950225830078,52096686,CurbRamp,West Woodland,1,false
Feature,Point,-122.37088012695312,47.6628303527832,52096699,CurbRamp,West Woodland,1,false
Feature,Point,-122.37066650390625,47.664329528808594,52096700,CurbRamp,West Woodland,2,false
Feature,Point,-122.36095428466797,47.66444778442383,52096707,CurbRamp,West Woodland,2,false
Feature,Point,-122.3713607788086,47.67536544799805,52096719,CurbRamp,West Woodland,,false
Feature,Point,-122.36178588867188,47.67240524291992,52096720,CurbRamp,West Woodland,3,false
Feature,Point,-122.3760757446289,47.67160415649414,52096731,CurbRamp,West Woodland,1,false
Feature,Point,-122.37374877929688,47.672340393066406,52096732,CurbRamp,West Woodland,1,false
Feature,Point,-122.36227416992188,47.669403076171875,52096747,CurbRamp,West Woodland,1,false
Feature,Point,-122.36193084716797,47.67095947265625,52096748,CurbRamp,West Woodland,1,false
Feature,Point,-122.36209106445312,47.67109680175781,52096749,CurbRamp,West Woodland,3,false
Feature,Point,-122.3624038696289,47.66874313354492,52096750,CurbRamp,West Woodland,,false
Feature,Point,-122.36634063720703,47.662986755371094,52096751,CurbRamp,West Woodland,2,false
Feature,Point,-122.3758544921875,47.66707229614258,52096771,CurbRamp,West Woodland,1,false
Feature,Point,-122.37602233886719,47.669410705566406,52096772,CurbRamp,West Woodland,2,false
Feature,Point,-122.3757553100586,47.669639587402344,52096773,CurbRamp,West Woodland,2,false
Feature,Point,-122.36395263671875,47.66876220703125,52096774,CurbRamp,West Woodland,3,false
Feature,Point,-122.36412811279297,47.669368743896484,52096775,CurbRamp,West Woodland,2,false
Feature,Point,-122.30128479003906,47.59642028808594,52096169,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3018798828125,47.59565734863281,52096170,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30107879638672,47.59672927856445,52096171,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.3017807006836,47.595497131347656,52096172,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30365753173828,47.58689498901367,52096173,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30391693115234,47.58688735961914,52096174,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30387878417969,47.58634948730469,52096175,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30339813232422,47.58542251586914,52096176,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30018615722656,47.58639144897461,52096177,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30081176757812,47.58695602416992,52096178,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.29828643798828,47.58465576171875,52096179,SurfaceProblem,Atlantic,1,false
Feature,Point,-122.30313110351562,47.58696365356445,52096180,SurfaceProblem,Atlantic,1,false
Feature,Point,-122.30274963378906,47.587223052978516,52096181,SurfaceProblem,Atlantic,,false
Feature,Point,-122.30211639404297,47.58685302734375,52096182,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.3019027709961,47.583438873291016,52096183,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30927276611328,47.59320068359375,52096184,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.30612182617188,47.59444046020508,52096185,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31085205078125,47.59517288208008,52096186,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.30986785888672,47.59391784667969,52096187,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.30628967285156,47.5958137512207,52096188,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30897521972656,47.592811584472656,52096189,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.30656433105469,47.593074798583984,52096190,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29879760742188,47.5980224609375,52096191,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29843139648438,47.597991943359375,52096192,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29830932617188,47.586578369140625,52096193,SurfaceProblem,Atlantic,1,false
Feature,Point,-122.29924011230469,47.58757781982422,52096194,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3022232055664,47.58384323120117,52096195,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30271911621094,47.58457565307617,52096196,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31110382080078,47.595458984375,52096197,SurfaceProblem,Atlantic,1,false
Feature,Point,-122.30967712402344,47.59363555908203,52096198,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30563354492188,47.59587097167969,52096199,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29829406738281,47.58650207519531,52096200,SurfaceProblem,Atlantic,1,false
Feature,Point,-122.29924774169922,47.58772277832031,52096201,SurfaceProblem,Atlantic,,false
Feature,Point,-122.30322265625,47.58688735961914,52096202,SurfaceProblem,Atlantic,,false
Feature,Point,-122.30380249023438,47.587093353271484,52096203,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3018798828125,47.583335876464844,52096204,SurfaceProblem,Atlantic,1,false
Feature,Point,-122.3092269897461,47.593082427978516,52096205,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.3050537109375,47.59442901611328,52096206,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30936431884766,47.5932731628418,52096207,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30609130859375,47.59466552734375,52096208,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30914306640625,47.59300994873047,52096209,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.30638122558594,47.593021392822266,52096210,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30667877197266,47.5984001159668,52096211,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30604553222656,47.599178314208984,52096212,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31280517578125,47.60078048706055,52096213,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.31306457519531,47.599945068359375,52096214,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31427764892578,47.59934616088867,52096215,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.2983169555664,47.58442306518555,52096216,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.29922485351562,47.58806610107422,52096217,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30229187011719,47.583892822265625,52096218,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.3026123046875,47.584346771240234,52096219,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.2983169555664,47.58342361450195,52096220,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.29828643798828,47.58327102661133,52096221,SurfaceProblem,Atlantic,,false
Feature,Point,-122.29752349853516,47.57826232910156,52096222,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3095932006836,47.59353256225586,52096223,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.30635833740234,47.5948600769043,52096224,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31104278564453,47.59537124633789,52096225,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.30976104736328,47.59370422363281,52096226,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.30607604980469,47.595863342285156,52096227,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30884552001953,47.59262466430664,52096228,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30677032470703,47.5930290222168,52096229,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29830169677734,47.58673858642578,52096230,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.29924774169922,47.587467193603516,52096231,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30948638916016,47.59339904785156,52096232,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3065414428711,47.59837341308594,52096366,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30648803710938,47.5987663269043,52096367,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30650329589844,47.599937438964844,52096368,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.31012725830078,47.60014343261719,52096369,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.31023406982422,47.60008239746094,52096370,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.31034088134766,47.59992218017578,52096371,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.31038665771484,47.60089874267578,52096375,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.31041717529297,47.600807189941406,52096376,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.31148529052734,47.599945068359375,52096377,NoCurbRamp,Atlantic,4,false
Feature,Point,-122.29887390136719,47.60158157348633,52096420,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29906463623047,47.600830078125,52096421,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29901123046875,47.6015739440918,52096422,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29889678955078,47.600929260253906,52096423,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29905700683594,47.6009407043457,52096424,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29784393310547,47.60093688964844,52096427,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29800415039062,47.60091018676758,52096428,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.2979507446289,47.601585388183594,52096429,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29781341552734,47.601585388183594,52096430,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29798889160156,47.6008186340332,52096431,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30126190185547,47.59452819824219,52096432,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29899597167969,47.5854377746582,52096441,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29745483398438,47.577659606933594,52096442,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30042266845703,47.58634948730469,52096443,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30020904541016,47.58625411987305,52096444,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30024719238281,47.59453582763672,52096445,NoCurbRamp,Atlantic,1,false
Feature,Point,-122.30111694335938,47.59452819824219,52096446,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30108642578125,47.59455108642578,52096447,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29916381835938,47.59299850463867,52096455,NoCurbRamp,Atlantic,2,false
Feature,Point,-122.31145477294922,47.5959587097168,52096501,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.31027221679688,47.595794677734375,52096502,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30633544921875,47.59457778930664,52096503,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.29863739013672,47.591190338134766,52096513,NoCurbRamp,Atlantic,1,false
Feature,Point,-122.30206298828125,47.59031295776367,52096514,NoCurbRamp,Atlantic,5,false
Feature,Point,-122.30616760253906,47.5937385559082,52096515,NoCurbRamp,Atlantic,2,false
Feature,Point,-122.30474853515625,47.589542388916016,52096525,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30506134033203,47.5883903503418,52096526,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.3050765991211,47.587799072265625,52096527,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.30400848388672,47.58702850341797,52096528,NoCurbRamp,Atlantic,4,false
Feature,Point,-122.30155181884766,47.5862922668457,52096529,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.3017349243164,47.58688735961914,52096530,NoCurbRamp,Atlantic,3,false
Feature,Point,-122.3060302734375,47.595272064208984,52096233,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29830169677734,47.5869255065918,52096234,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.29920959472656,47.58723831176758,52096235,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29830932617188,47.584136962890625,52096236,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.2992172241211,47.588199615478516,52096237,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.29833984375,47.58396911621094,52096238,SurfaceProblem,Atlantic,2,false
Feature,Point,-122.29821014404297,47.58283615112305,52096239,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30274963378906,47.58750534057617,52096240,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30418395996094,47.58696746826172,52096241,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30399322509766,47.5870361328125,52096242,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3045883178711,47.58702850341797,52096243,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29741668701172,47.57826614379883,52096244,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30384063720703,47.58848190307617,52096245,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30083465576172,47.60080337524414,52096246,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29991149902344,47.60139083862305,52096247,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29991149902344,47.60145950317383,52096248,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30233764648438,47.59897232055664,52096249,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30213165283203,47.597843170166016,52096250,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.29867553710938,47.596702575683594,52096251,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31021881103516,47.60076141357422,52096252,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31171417236328,47.59960174560547,52096253,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31035614013672,47.60009765625,52096254,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30753326416016,47.599388122558594,52096255,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30522155761719,47.59917068481445,52096256,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30545806884766,47.59667205810547,52096257,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30494689941406,47.59587478637695,52096258,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30477905273438,47.5947265625,52096259,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30396270751953,47.58721160888672,52096260,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.303955078125,47.587135314941406,52096261,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30233764648438,47.587890625,52096262,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30396270751953,47.58822250366211,52096263,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.2992172241211,47.58920669555664,52096264,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30120849609375,47.60157775878906,52096265,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29927062988281,47.60161209106445,52096266,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29857635498047,47.60093688964844,52096267,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.2976303100586,47.59698486328125,52096268,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3022232055664,47.598690032958984,52096269,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30067443847656,47.598167419433594,52096270,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.2999038696289,47.59682846069336,52096271,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30970001220703,47.600765228271484,52096272,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3062515258789,47.60154342651367,52096273,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31038665771484,47.59979248046875,52096274,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30884552001953,47.59860610961914,52096275,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30464172363281,47.599151611328125,52096276,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30476379394531,47.59918975830078,52096277,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30491638183594,47.596561431884766,52096278,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30477905273438,47.59502410888672,52096279,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30378723144531,47.58733367919922,52096280,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30225372314453,47.588443756103516,52096281,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30013275146484,47.60055160522461,52096282,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29953002929688,47.60095977783203,52096283,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3022689819336,47.59907150268555,52096284,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30213928222656,47.59794235229492,52096285,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29884338378906,47.59669494628906,52096286,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30909729003906,47.60133361816406,52096287,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31143188476562,47.59965515136719,52096288,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30742645263672,47.59995651245117,52096289,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30528259277344,47.59590148925781,52096290,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29637908935547,47.57719421386719,52096291,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30245971679688,47.58767318725586,52096292,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3039779663086,47.58831787109375,52096293,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.29924011230469,47.58869934082031,52096294,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29923248291016,47.5888786315918,52096295,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30096435546875,47.60080337524414,52096296,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30131530761719,47.59934997558594,52096297,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30126953125,47.597938537597656,52096298,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30104064941406,47.59757995605469,52096299,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30105590820312,47.59718322753906,52096300,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.3010482788086,47.597293853759766,52096301,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.31021881103516,47.60093688964844,52096302,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30651092529297,47.60040283203125,52096303,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.31036376953125,47.59993362426758,52096304,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30962371826172,47.59843826293945,52096305,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30465698242188,47.59895324707031,52096306,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30465698242188,47.598854064941406,52096307,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30506134033203,47.595863342285156,52096308,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30482482910156,47.59519577026367,52096309,SurfaceProblem,Atlantic,3,false
Feature,Point,-122.30510711669922,47.595272064208984,52096310,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30397033691406,47.588130950927734,52096311,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29922485351562,47.589054107666016,52096312,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.301025390625,47.60159683227539,52096313,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29996490478516,47.6007194519043,52096314,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29888916015625,47.60091781616211,52096315,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29875946044922,47.60091781616211,52096316,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29763793945312,47.597103118896484,52096317,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30213928222656,47.598331451416016,52096318,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30037689208984,47.598175048828125,52096319,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.29884338378906,47.59680938720703,52096320,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30624389648438,47.601287841796875,52096321,SurfaceProblem,Atlantic,4,false
Feature,Point,-122.30625915527344,47.60105514526367,52096322,SurfaceProblem,Atlantic,4,false
