cell_id,lat,lon,barrier_count,severity_mean,severity_max,temp_ratio,dominant_type,neighborhood,accessibility_score,risk_level
15_12,47.57364824083116,-122.35436566670735,35,3.1714285714285713,5.0,0.027777777777777776,Obstacle,Harbor Island,88.9,Medium
15_13,47.57217299938202,-122.35162281990051,32,3.09375,5.0,0.0,CurbRamp,Harbor Island,90.1,Medium
15_14,47.57146219106821,-122.34488677978516,12,3.25,4.0,0.0,NoSidewalk,Industrial District,96.1,Medium
15_15,47.572075818714346,-122.3404419547633,151,3.6754966887417218,5.0,0.0,NoSidewalk,Industrial District,44.5,High
15_16,47.57313390878531,-122.33563942262978,265,3.581132075471698,4.0,0.0,NoSidewalk,Industrial District,5.099999999999994,High
15_17,47.57326793218676,-122.33096071216167,206,3.6359223300970873,4.0,0.0,NoSidewalk,Industrial District,25.099999999999994,High
15_18,47.57202174745757,-122.32564321057549,115,3.5739130434782607,4.0,0.0,NoSidewalk,Industrial District,58.9,High
15_19,47.57222799352697,-122.32238398371516,37,3.4594594594594597,4.0,0.0,NoSidewalk,Industrial District,87.2,Medium
15_2,47.57102270687328,-122.40595065846162,17,4.176470588235294,5.0,0.0,NoSidewalk,Industrial District,92.9,Medium
15_20,47.57350773714027,-122.31454662400849,97,3.051546391752577,5.0,0.0,SurfaceProblem,North Beacon Hill,70.4,High
15_21,47.573592741097976,-122.31077002530074,198,2.4696969696969697,5.0,0.004975124378109453,SurfaceProblem,North Beacon Hill,51.1,Medium
15_22,47.5737926412073,-122.30581558417089,319,3.018808777429467,5.0,0.0,SurfaceProblem,North Beacon Hill,3.700000000000003,High
15_23,47.57363624572754,-122.30166631062825,148,2.939189189189189,5.0,0.006666666666666667,SurfaceProblem,North Beacon Hill,56.5,Medium
15_24,47.573825694896556,-122.29513606318721,79,2.6962025316455698,5.0,0.0,CurbRamp,Mount Baker,78.7,Medium
15_25,47.57322935760021,-122.29061278700829,255,2.2666666666666666,5.0,0.0,SurfaceProblem,Mount Baker,42.2,Medium
15_26,47.57310256103174,-122.28575732661228,356,2.337078651685393,5.0,0.0,SurfaceProblem,Mount Baker,16.799999999999997,Medium
15_27,47.572883815555784,-122.28240966796875,87,2.7126436781609193,5.0,0.0,SurfaceProblem,Mount Baker,76.4,Medium
15_4,47.57372343275282,-122.3949712117513,44,3.590909090909091,5.0,0.0,CurbRamp,Industrial District,84.2,Medium
15_5,47.572721252441404,-122.3916390991211,25,2.64,5.0,0.0,CurbRamp,Industrial District,93.4,Medium
15_6,47.572444152832034,-122.38628845214843,19,2.6842105263157894,5.0,0.0,CurbRamp,Industrial District,94.9,Low
15_9,47.57114028930664,-122.37062207390281,15,3.1333333333333333,5.0,0.0,NoSidewalk,Industrial District,95.3,Medium
16_0,47.57671373281906,-122.41566091509007,62,3.3548387096774195,5.0,0.05970149253731343,NoSidewalk,Industrial District,79.2,High
16_1,47.576971278471106,-122.41237348668716,32,2.0,5.0,0.4411764705882353,Obstacle,Industrial District,93.6,Medium
16_12,47.578819847106935,-122.35516872406006,39,2.948717948717949,5.0,0.0,Obstacle,Harbor Island,88.5,Medium
16_16,47.57786068320274,-122.33543002605438,126,3.3333333333333335,4.0,0.0,NoSidewalk,Industrial District,58.0,High
16_17,47.577600052482204,-122.33081812607615,151,3.609271523178808,4.0,0.0,NoSidewalk,Industrial District,45.5,High
16_18,47.57855306352888,-122.32616905939011,84,3.0,4.0,0.0,CurbRamp,Industrial District,74.8,High
16_19,47.578347312079536,-122.32196701897516,69,3.1159420289855073,4.0,0.0,NoSidewalk,Industrial District,78.5,High
16_2,47.57574272155762,-122.40415954589844,2,3.5,4.0,0.0,CurbRamp,Industrial District,99.3,Medium
16_20,47.57762303899546,-122.31565494224674,241,2.5850622406639006,5.0,0.020491803278688523,SurfaceProblem,North Beacon Hill,37.7,Medium
16_21,47.5782350133677,-122.31068417908716,299,2.190635451505017,5.0,0.0,SurfaceProblem,North Beacon Hill,34.5,Medium
16_22,47.57806529334528,-122.30570002693442,394,2.2918781725888326,5.0,0.0,SurfaceProblem,North Beacon Hill,9.699999999999989,Medium
16_23,47.57759703712902,-122.30218369933381,170,3.2,5.0,0.011494252873563218,SurfaceProblem,North Beacon Hill,45.6,High
16_24,47.57723692421601,-122.29580695606838,105,2.0,4.0,0.009345794392523364,CurbRamp,Mount Baker,79.0,Medium
16_25,47.5776208269544,-122.29141528533536,229,2.3187772925764194,4.0,0.026200873362445413,SurfaceProblem,Mount Baker,46.9,Medium
16_26,47.578182535202984,-122.28639646725293,302,2.7450331125827816,5.0,0.0,NoSidewalk,Mount Baker,17.099999999999994,Medium
16_27,47.575791931152345,-122.28329925537109,5,2.2,3.0,0.0,SurfaceProblem,Mount Baker,98.9,Low
16_4,47.57715007237026,-122.3940909249442,21,4.190476190476191,5.0,0.0,NoCurbRamp,Industrial District,91.2,Medium
16_5,47.5775925562932,-122.39288946298453,25,4.12,5.0,0.0,NoCurbRamp,Industrial District,89.7,Medium
16_6,47.57560396194458,-122.38515853881836,8,1.5,3.0,0.0,CurbRamp,Industrial District,98.8,Low
16_7,47.57936011420356,-122.3794744986075,21,3.7142857142857144,5.0,0.0,NoCurbRamp,Industrial District,92.2,Medium
16_8,47.57930511083358,-122.37781563783304,36,3.611111111111111,5.0,0.0,NoCurbRamp,Industrial District,87.0,Medium
17_12,47.582768832936004,-122.35481755873737,51,2.8823529411764706,5.0,0.0,Obstacle,Harbor Island,85.3,Medium
17_13,47.58455944061279,-122.35210132598877,8,2.875,4.0,0.0,Obstacle,Harbor Island,97.7,Low
17_15,47.58519999186198,-122.33995056152344,1,4.0,4.0,0.0,Occlusion,Industrial District,99.6,Medium
17_16,47.583416641399424,-122.33500294018818,93,3.6236559139784945,4.0,0.0,NoSidewalk,Industrial District,66.3,High
17_17,47.5833803882915,-122.3313384082436,176,3.590909090909091,4.0,0.0,NoSidewalk,Industrial District,36.8,High
17_18,47.58194599454365,-122.32589176722935,60,3.716666666666667,5.0,0.0,NoSidewalk,Industrial District,77.7,High
17_19,47.5823606134771,-122.32139377803593,91,3.142857142857143,4.0,0.0,NoSidewalk,Industrial District,71.4,High
17_20,47.58300182072803,-122.31537412392973,195,2.3282051282051284,5.0,0.0,SurfaceProblem,North Beacon Hill,54.599999999999994,Medium
17_21,47.58314176860608,-122.31073901527806,186,2.817204301075269,5.0,0.0,SurfaceProblem,North Beacon Hill,47.6,Medium
17_22,47.58308589525816,-122.30593404392738,348,3.278735632183908,5.0,0.025423728813559324,NoSidewalk,North Beacon Hill,0.0,High
17_23,47.5833683428557,-122.30177667866583,177,2.1638418079096047,5.0,0.0,CurbRamp,Atlantic,61.7,Medium
17_24,47.58305000222248,-122.2956080644027,183,2.92896174863388,5.0,0.0,NoSidewalk,Mount Baker,46.4,Medium
17_25,47.582881124396074,-122.2918822137933,148,2.5472972972972974,5.0,0.0,SurfaceProblem,Mount Baker,62.3,Medium
17_26,47.58154033314098,-122.28730080344461,55,3.4363636363636365,5.0,0.0,NoSidewalk,Mount Baker,81.1,High
17_3,47.58497848510742,-122.39923248291015,5,1.4,3.0,0.0,CurbRamp,Industrial District,99.3,Low
17_4,47.5849552154541,-122.39397144317627,7,5.0,5.0,0.0,NoCurbRamp,Industrial District,96.5,Medium
17_5,47.58334600660536,-122.39097900390625,89,3.9775280898876404,5.0,0.0,NoCurbRamp,Industrial District,64.6,High
17_6,47.582809095029475,-122.38600201076932,54,3.0,5.0,0.0,CurbRamp,Industrial District,83.8,High
17_7,47.58181381225586,-122.38119942801339,14,2.357142857142857,5.0,0.0,CurbRamp,Industrial District,96.7,Low
17_8,47.582017262776695,-122.37704976399739,3,1.6666666666666667,3.0,0.0,CurbRamp,Industrial District,99.5,Low
18_15,47.588076782226565,-122.33918914794921,20,3.35,4.0,0.0,NoSidewalk,Industrial District,93.3,Medium
18_16,47.58816391190672,-122.33524043263952,153,3.3790849673202614,4.0,0.0,NoSidewalk,Industrial District,48.3,High
18_17,47.587700781614885,-122.33086022086765,177,3.542372881355932,4.0,0.0,NoSidewalk,Industrial District,37.3,High
18_18,47.587302865333925,-122.32591884576001,100,3.44,5.0,0.0,NoSidewalk,Industrial District,65.6,High
18_19,47.587482170980486,-122.32202467371206,120,3.3833333333333333,4.0,0.0,NoSidewalk,Industrial District,59.4,High
18_20,47.58795883757243,-122.31581263971555,208,2.3846153846153846,5.0,0.0,SurfaceProblem,North Beacon Hill,50.4,Medium
18_21,47.587305601062695,-122.31102032313531,227,2.7312775330396475,5.0,0.017167381974248927,SurfaceProblem,North Beacon Hill,38.0,Medium
18_22,47.58727846332625,-122.30621903363397,245,2.8857142857142857,5.0,0.00392156862745098,CurbRamp,North Beacon Hill,29.299999999999997,Medium
18_23,47.58698128291539,-122.30081280299595,135,2.748148148148148,5.0,0.0,CurbRamp,Atlantic,62.9,Medium
18_24,47.587694623054716,-122.29551483294286,212,2.7830188679245285,5.0,0.0,SurfaceProblem,Mount Baker,41.0,Medium
18_25,47.58802775903182,-122.29083004864779,173,2.901734104046243,5.0,0.011363636363636364,NoSidewalk,Mount Baker,49.8,Medium
18_26,47.5876772744315,-122.2873049054827,140,3.05,5.0,0.007142857142857143,NoSidewalk,Mount Baker,57.3,High
18_4,47.58694558394583,-122.39568208393298,19,2.3684210526315788,5.0,0.10526315789473684,SurfaceProblem,Industrial District,95.5,Low
18_5,47.58811772664388,-122.38980899386935,45,4.444444444444445,5.0,0.0,NoCurbRamp,Industrial District,80.0,Medium
18_6,47.588171768188474,-122.3866756439209,39,3.9743589743589745,5.0,0.0,NoCurbRamp,Industrial District,84.5,Medium
18_7,47.58974761962891,-122.3817626953125,5,1.6,3.0,0.0,CurbRamp,Industrial District,99.2,Low
19_16,47.59177890190711,-122.33573356041542,100,3.2,4.0,0.0,NoSidewalk,Industrial District,68.0,High
19_17,47.59255987055161,-122.33022005417767,66,2.8484848484848486,5.0,0.0,NoSidewalk,Industrial District,81.2,Medium
19_18,47.59373208454677,-122.32506459099906,111,2.3513513513513513,4.0,0.0,CurbRamp,Industrial District,73.9,Medium
19_19,47.591895294189456,-122.32270832061768,39,3.3846153846153846,4.0,0.0,NoSidewalk,Industrial District,86.8,Medium
19_20,47.59273239328891,-122.31585065624382,77,1.8311688311688312,4.0,0.0,SurfaceProblem,North Beacon Hill,85.9,Medium
19_21,47.5935804817114,-122.31093185939146,83,2.6867469879518073,5.0,0.0,SurfaceProblem,North Beacon Hill,77.7,Medium
19_22,47.59367637111716,-122.30642606134285,72,2.763888888888889,4.0,0.0,CurbRamp,Atlantic,80.1,Medium
19_23,47.59342144236845,-122.30081957648783,84,1.8214285714285714,4.0,0.023529411764705882,CurbRamp,Atlantic,84.7,Medium
19_24,47.59286621913014,-122.29546924565463,147,2.3333333333333335,5.0,0.006711409395973154,CurbRamp,Leschi,65.7,Medium
19_25,47.59281299457476,-122.29090798225847,249,2.9116465863453813,5.0,0.011673151750972763,CurbRamp,Leschi,27.5,Medium
19_26,47.59270680204351,-122.28762184305394,47,2.3404255319148937,5.0,0.0,NoSidewalk,Leschi,89.0,Medium
19_5,47.59207462129139,-122.39006442115421,21,2.4761904761904763,5.0,0.047619047619047616,CurbRamp,Industrial District,94.8,Medium
19_6,47.59273452758789,-122.38544654846191,20,2.85,5.0,0.0,CurbRamp,Industrial District,94.3,Medium
1_30,47.50137424468994,-122.26397895812988,4,4.0,4.0,0.0,NoSidewalk,Mount Baker,98.4,Medium
1_31,47.50140271868025,-122.26284899030414,7,3.7142857142857144,4.0,0.0,NoSidewalk,Mount Baker,97.4,Medium
1_32,47.50323595319475,-122.2549798148019,7,5.0,5.0,0.14285714285714285,NoSidewalk,Mount Baker,96.5,Medium
1_33,47.50348587036133,-122.25225219726562,10,2.2,4.0,0.0,CurbRamp,Mount Baker,97.8,Low
1_35,47.501884333292644,-122.24258460998536,55,3.290909090909091,5.0,0.0,CurbRamp,Mount Baker,81.9,High
