time_bin,properties/neighborhood,barrier_count,severity_mean,severity_max,severity_std,temp_ratio,prop_CurbRamp,prop_NoSidewalk,prop_NoCurbRamp,prop_SurfaceProblem,prop_Obstacle,prop_Occlusion,prop_Other,weighted_impact,accessibility_score,barrier_count_lag1,barrier_count_lag2,barrier_count_lag3,barrier_count_roll3,barrier_count_roll5,severity_mean_lag1,severity_mean_lag2,severity_mean_lag3,severity_mean_roll3,severity_mean_roll5,accessibility_score_lag1,accessibility_score_lag2,accessibility_score_lag3,accessibility_score_roll3,accessibility_score_roll5,temp_ratio_lag1,temp_ratio_lag2,temp_ratio_lag3,temp_ratio_roll3,temp_ratio_roll5,time_position,time_sin,time_cos,barriers_per_km2,area_km2,population,median_income,pct_minority,pct_elderly,equity_concern_score,barriers_per_km2_norm,area_km2_norm,population_norm,median_income_norm,pct_minority_norm,pct_elderly_norm,equity_concern_score_norm
136,Belltown,402.0,2.5970149253731343,5.0,1.2096004347497369,0.07711442786069651,0.36069651741293535,0.06467661691542288,0.18159203980099503,0.11194029850746269,0.21144278606965175,0.06716417910447761,0.0024875621890547263,1833.5,45.60945273631841,409.0,256.0,346.39285714285717,355.6666666666667,355.6666666666667,1.3398533007334963,1.21875,2.5560460313609203,1.7185394087022103,1.7185394087022103,-13.398533007334963,-12.1875,38.59504213350835,6.674473242994483,6.674473242994483,0.0024449877750611247,0.01171875,0.002911111733831185,0.030426055211919212,0.030426055211919212,0.6834170854271356,-0.9137593681374364,-0.4062558518237897,793.4165292435955,1.3448169538605723,12000.0,82000.0,22.3,5.4,2307.417530396417,0.802283516081728,-0.3624532567098832,0.2764174071193898,-0.5396333771407361,-0.24346587586144583,-1.5784358539523053,1.0459143473008061
29,Briarcliff,106.0,1.4339622641509433,3.0,0.5523778541908964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.0,-14.339622641509433,351.62311557788945,345.92763157894734,346.39285714285717,106.0,106.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.4339622641509433,1.4339622641509433,44.08319514118346,39.08401388259955,38.59504213350835,-14.339622641509433,-14.339622641509433,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.1457286432160804,0.7929527330827785,0.6092831551065168,518.7063058901089,3.304374711733544,4200.0,88000.0,15.2,11.5,1400.6767843306757,-0.1588644020554923,-0.16654407711851657,-0.9317172946869086,-0.3692228369910299,-0.7997010328419274,0.05991444995368726,0.06358136729939519
30,Briarcliff,410.0,1.829268292682927,5.0,1.0110015616565062,0.0,0.44146341463414634,0.5585365853658537,0.0,0.0,0.0,0.0,0.0,1274.0,31.073170731707318,106.0,345.92763157894734,346.39285714285717,258.0,258.0,1.4339622641509433,2.5432030294325,2.5560460313609203,1.631615278416935,1.631615278416935,-14.339622641509433,39.08401388259955,38.59504213350835,8.366774045098943,8.366774045098943,0.0,0.004516931374460902,0.002911111733831185,0.0,0.0,0.1507537688442211,0.8117917024210207,0.5839471139413063,518.7063058901089,3.304374711733544,4200.0,88000.0,15.2,11.5,1400.6767843306757,-0.1588644020554923,-0.16654407711851657,-0.9317172946869086,-0.3692228369910299,-0.7997010328419274,0.05991444995368726,0.06358136729939519
31,Briarcliff,410.0,2.624390243902439,5.0,1.503180082619771,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3228.0,78.73170731707317,410.0,106.0,346.39285714285717,308.6666666666667,308.6666666666667,1.829268292682927,1.4339622641509433,2.5560460313609203,1.962540266912103,1.962540266912103,31.073170731707318,-14.339622641509433,38.59504213350835,31.821751802423687,31.821751802423687,0.0,0.0,0.002911111733831185,0.0,0.0,0.15577889447236182,0.8298214601357259,0.5580289815934402,518.7063058901089,3.304374711733544,4200.0,88000.0,15.2,11.5,1400.6767843306757,-0.1588644020554923,-0.16654407711851657,-0.9317172946869086,-0.3692228369910299,-0.7997010328419274,0.05991444995368726,0.06358136729939519
32,Briarcliff,410.0,1.9902439024390244,5.0,1.2798618656456162,0.0,0.0,0.6,0.0,0.36341463414634145,0.036585365853658534,0.0,0.0,1952.5,47.62195121951219,410.0,410.0,106.0,410.0,334.0,2.624390243902439,1.829268292682927,1.4339622641509433,2.1479674796747967,1.9694661757938334,78.73170731707317,31.073170731707318,-14.339622641509433,52.47560975609756,35.771801656695814,0.0,0.0,0.0,0.0,0.0,0.16080402010050251,0.8470240337722988,0.5315545938209014,518.7063058901089,3.304374711733544,4200.0,88000.0,15.2,11.5,1400.6767843306757,-0.1588644020554923,-0.16654407711851657,-0.9317172946869086,-0.3692228369910299,-0.7997010328419274,0.05991444995368726,0.06358136729939519
33,Briarcliff,378.0,2.814814814814815,5.0,0.8224906166162924,0.0,0.0,0.0,0.8492063492063492,0.0,0.15079365079365079,0.0,0.0,3110.0,82.27513227513228,410.0,410.0,410.0,399.3333333333333,342.8,1.9902439024390244,2.624390243902439,1.829268292682927,2.476482987052093,2.13853590359803,47.62195121951219,78.73170731707317,31.073170731707318,69.54293027057254,45.07246778038311,0.0,0.0,0.0,0.0,0.0,0.1658291457286432,0.8633822754312233,0.5045503408691775,518.7063058901089,3.304374711733544,4200.0,88000.0,15.2,11.5,1400.6767843306757,-0.1588644020554923,-0.16654407711851657,-0.9317172946869086,-0.3692228369910299,-0.7997010328419274,0.05991444995368726,0.06358136729939519
55,Broadway,374.0,1.5668449197860963,4.0,0.7428459097220258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-586.0,-15.668449197860962,351.62311557788945,345.92763157894734,346.39285714285717,374.0,374.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.5668449197860963,1.5668449197860963,44.08319514118346,39.08401388259955,38.59504213350835,-15.668449197860962,-15.668449197860962,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.27638190954773867,0.9862928383380027,-0.1650043546187991,679.4265091668893,2.684617063641781,,,,,1302.5275046204613,0.4034586411000393,-0.22850510475106006,0.0,0.0,0.0,0.0,-0.0427503210481984
56,Broadway,410.0,1.5731707317073171,3.0,0.5856993355047538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-645.0,-15.731707317073171,374.0,345.92763157894734,346.39285714285717,392.0,392.0,1.5668449197860963,2.5432030294325,2.5560460313609203,1.5700078257467067,1.5700078257467067,-15.668449197860962,39.08401388259955,38.59504213350835,-15.700078257467066,-15.700078257467066,0.0,0.004516931374460902,0.002911111733831185,0.0,0.0,0.2814070351758794,0.9805923110824041,-0.196057949203978,679.4265091668893,2.684617063641781,,,,,1302.5275046204613,0.4034586411000393,-0.22850510475106006,0.0,0.0,0.0,0.0,-0.0427503210481984
57,Broadway,409.0,2.7237163814180927,5.0,1.0239532568943372,0.0024449877750611247,0.22493887530562348,0.13691931540342298,0.0,0.6356968215158925,0.0,0.0024449877750611247,0.0,1925.5,47.07823960880195,410.0,374.0,346.39285714285717,397.6666666666667,397.6666666666667,1.5731707317073171,1.5668449197860963,2.5560460313609203,1.9545773443038355,1.9545773443038355,-15.731707317073171,-15.668449197860962,38.59504213350835,5.2260276979559395,5.2260276979559395,0.0,0.0,0.002911111733831185,0.0008149959250203749,0.0008149959250203749,0.2864321608040201,0.9739143080855377,-0.22691610896159026,679.4265091668893,2.684617063641781,,,,,1302.5275046204613,0.4034586411000393,-0.22850510475106006,0.0,0.0,0.0,0.0,-0.0427503210481984
58,Broadway,410.0,3.324390243902439,5.0,0.9509435509368577,0.014634146341463415,0.0,0.0,0.36585365853658536,0.25365853658536586,0.3804878048780488,0.0,0.0,3503.5,85.45121951219512,409.0,410.0,374.0,409.6666666666667,400.75,2.7237163814180927,1.5731707317073171,1.5668449197860963,2.5404257856759496,2.2970305692034865,47.07823960880195,-15.731707317073171,-15.668449197860962,38.9325839346413,25.282325651515734,0.0024449877750611247,0.0,0.0,0.00569304470550818,0.004269783529131135,0.2914572864321608,0.9662654861260219,-0.2575480738068965,679.4265091668893,2.684617063641781,,,,,1302.5275046204613,0.4034586411000393,-0.22850510475106006,0.0,0.0,0.0,0.0,-0.0427503210481984
59,Broadway,221.0,3.6425339366515836,5.0,0.7768238977794455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2415.0,109.27601809954751,410.0,409.0,410.0,346.6666666666667,364.8,3.324390243902439,2.7237163814180927,1.5731707317073171,3.230213520657372,2.566131242693106,85.45121951219512,47.07823960880195,-15.731707317073171,80.60182574018152,42.08106414112209,0.014634146341463415,0.0024449877750611247,0.0,0.005693044705508181,0.0034158268233049085,0.2964824120603015,0.9576534697159296,-0.28792330913116637,679.4265091668893,2.684617063641781,,,,,1302.5275046204613,0.4034586411000393,-0.22850510475106006,0.0,0.0,0.0,0.0,-0.0427503210481984
76,Bryant,62.0,1.564516129032258,3.0,0.6682732272753165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.0,-15.64516129032258,351.62311557788945,345.92763157894734,346.39285714285717,62.0,62.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.564516129032258,1.564516129032258,44.08319514118346,39.08401388259955,38.59504213350835,-15.64516129032258,-15.64516129032258,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.38190954773869346,0.6757518486236088,-0.7371291875117789,464.1662678062041,2.4237004668975715,,,,,889.8524305093031,-0.34968745705339965,-0.25459056010676956,0.0,0.0,0.0,0.0,-0.4898288681222543
77,Bryant,410.0,2.0878048780487806,5.0,1.241931440404676,0.0,0.8170731707317073,0.18292682926829268,0.0,0.0,0.0,0.0,0.0,388.0,9.463414634146341,62.0,345.92763157894734,346.39285714285717,236.0,236.0,1.564516129032258,2.5432030294325,2.5560460313609203,1.8261605035405193,1.8261605035405193,-15.64516129032258,39.08401388259955,38.59504213350835,-3.0908733280881195,-3.0908733280881195,0.0,0.004516931374460902,0.002911111733831185,0.0,0.0,0.3869346733668342,0.6521449471151868,-0.7580943001712453,464.1662678062041,2.4237004668975715,,,,,889.8524305093031,-0.34968745705339965,-0.25459056010676956,0.0,0.0,0.0,0.0,-0.4898288681222543
78,Bryant,409.0,2.9486552567237165,5.0,1.5113311886357446,0.029339853300733496,0.0,0.2469437652811736,0.18337408312958436,0.38875305623471884,0.16136919315403422,0.019559902200488997,0.0,3215.0,78.60635696821517,410.0,62.0,346.39285714285717,293.6666666666667,293.6666666666667,2.0878048780487806,1.564516129032258,2.5560460313609203,2.2003254212682517,2.2003254212682517,9.463414634146341,-15.64516129032258,38.59504213350835,24.14153677067964,24.14153677067964,0.0,0.0,0.002911111733831185,0.009779951100244499,0.009779951100244499,0.39195979899497485,0.6278879733408587,-0.7783037279455297,464.1662678062041,2.4237004668975715,,,,,889.8524305093031,-0.34968745705339965,-0.25459056010676956,0.0,0.0,0.0,0.0,-0.4898288681222543
79,Bryant,244.0,4.065573770491803,5.0,0.8581509926713142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2976.0,121.96721311475409,409.0,410.0,62.0,354.3333333333333,281.25,2.9486552567237165,2.0878048780487806,1.564516129032258,3.0340113017547665,2.66663750857414,78.60635696821517,9.463414634146341,-15.64516129032258,70.01232823903852,48.59795585669825,0.029339853300733496,0.0,0.0,0.009779951100244499,0.007334963325183374,0.3969849246231156,0.6030051071796145,-0.7977373256375193,464.1662678062041,2.4237004668975715,,,,,889.8524305093031,-0.34968745705339965,-0.25459056010676956,0.0,0.0,0.0,0.0,-0.4898288681222543
144,Central Business District,29.0,1.1724137931034482,2.0,0.3844258722192448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,-11.724137931034482,351.62311557788945,345.92763157894734,346.39285714285717,29.0,29.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.1724137931034482,1.1724137931034482,44.08319514118346,39.08401388259955,38.59504213350835,-11.724137931034482,-11.724137931034482,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.7236180904522613,-0.9862928383380027,-0.1650043546187989,817.5507263727284,1.029905512696132,3500.0,95000.0,35.2,4.2,2242.8862185570674,0.8867235236046039,-0.3939369125677371,-1.0401396397208071,-0.17041054014970614,0.7671585642861897,-1.9007342743928286,0.9760032551417772
145,Central Business District,410.0,1.2414634146341463,4.0,0.5258480679718989,0.004878048780487805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-509.0,-12.414634146341463,29.0,345.92763157894734,346.39285714285717,219.5,219.5,1.1724137931034482,2.5432030294325,2.5560460313609203,1.2069386038687973,1.2069386038687973,-11.724137931034482,39.08401388259955,38.59504213350835,-12.069386038687973,-12.069386038687973,0.0,0.004516931374460902,0.002911111733831185,0.0024390243902439024,0.0024390243902439024,0.7286432160804021,-0.9910102074427921,-0.13378628010447927,817.5507263727284,1.029905512696132,3500.0,95000.0,35.2,4.2,2242.8862185570674,0.8867235236046039,-0.3939369125677371,-1.0401396397208071,-0.17041054014970614,0.7671585642861897,-1.9007342743928286,0.9760032551417772
146,Central Business District,403.0,2.0521091811414394,5.0,1.112911232280184,0.04714640198511166,0.41935483870967744,0.05459057071960298,0.10421836228287841,0.07444168734491315,0.34491315136476425,0.0,0.0024813895781637717,1395.5,34.62779156327544,410.0,29.0,346.39285714285717,280.6666666666667,280.6666666666667,1.2414634146341463,1.1724137931034482,2.5560460313609203,1.4886621296263447,1.4886621296263447,-12.414634146341463,-11.724137931034482,38.59504213350835,3.4963398286331633,3.4963398286331633,0.004878048780487805,0.0,0.002911111733831185,0.017341483588533154,0.017341483588533154,0.7336683417085427,-0.9947397160206569,-0.10243484451661397,817.5507263727284,1.029905512696132,3500.0,95000.0,35.2,4.2,2242.8862185570674,0.8867235236046039,-0.3939369125677371,-1.0401396397208071,-0.17041054014970614,0.7671585642861897,-1.9007342743928286,0.9760032551417772
141,East Queen Anne,384.0,1.5234375,4.0,0.7401027775991127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-585.0,-15.234375,351.62311557788945,345.92763157894734,346.39285714285717,384.0,384.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.5234375,1.5234375,44.08319514118346,39.08401388259955,38.59504213350835,-15.234375,-15.234375,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.7085427135678392,-0.9662654861260217,-0.25754807380689737,697.0635063195592,1.7172036538249813,,,,,1336.3393644468233,0.4651664395523301,-0.3252234416724573,0.0,0.0,0.0,0.0,-0.006119668718152954
142,East Queen Anne,409.0,3.227383863080685,5.0,0.8601375014528947,0.004889975550122249,0.02689486552567237,0.3154034229828851,0.0,0.6577017114914425,0.0,0.0,0.0,3085.0,75.4278728606357,384.0,345.92763157894734,346.39285714285717,396.5,396.5,1.5234375,2.5432030294325,2.5560460313609203,2.3754106815403424,2.3754106815403424,-15.234375,39.08401388259955,38.59504213350835,30.09674893031785,30.09674893031785,0.0,0.004516931374460902,0.002911111733831185,0.0024449877750611247,0.0024449877750611247,0.7135678391959799,-0.9739143080855377,-0.22691610896159048,697.0635063195592,1.7172036538249813,,,,,1336.3393644468233,0.4651664395523301,-0.3252234416724573,0.0,0.0,0.0,0.0,-0.006119668718152954
143,East Queen Anne,404.0,3.0,5.0,0.5318631514879274,0.0024752475247524753,0.0,0.0,0.8143564356435643,0.0297029702970297,0.15594059405940594,0.0,0.0,3508.5,86.8440594059406,409.0,384.0,346.39285714285717,399.0,399.0,3.227383863080685,1.5234375,2.5560460313609203,2.583607121026895,2.583607121026895,75.4278728606357,-15.234375,38.59504213350835,49.01251908885877,49.01251908885877,0.004889975550122249,0.0,0.002911111733831185,0.002455074358291575,0.002455074358291575,0.7185929648241206,-0.9805923110824041,-0.19605794920397804,697.0635063195592,1.7172036538249813,,,,,1336.3393644468233,0.4651664395523301,-0.3252234416724573,0.0,0.0,0.0,0.0,-0.006119668718152954
143,Eastlake,6.0,1.3333333333333333,2.0,0.5163977794943222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-13.333333333333332,351.62311557788945,345.92763157894734,346.39285714285717,6.0,6.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.3333333333333333,1.3333333333333333,44.08319514118346,39.08401388259955,38.59504213350835,-13.333333333333332,-13.333333333333332,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.7185929648241206,-0.9805923110824041,-0.19605794920397804,478.4476797358216,0.8088658726774156,,,,,917.231303120487,-0.2997200798781091,-0.4160356204824466,0.0,0.0,0.0,0.0,-0.46016750169759674
144,Eastlake,381.0,2.52755905511811,5.0,1.473414071504877,0.010498687664041995,0.4671916010498688,0.13910761154855644,0.12860892388451445,0.12598425196850394,0.12860892388451445,0.007874015748031496,0.0026246719160104987,1585.0,41.6010498687664,6.0,345.92763157894734,346.39285714285717,193.5,193.5,1.3333333333333333,2.5432030294325,2.5560460313609203,1.9304461942257216,1.9304461942257216,-13.333333333333332,39.08401388259955,38.59504213350835,14.133858267716535,14.133858267716535,0.0,0.004516931374460902,0.002911111733831185,0.005249343832020997,0.005249343832020997,0.7236180904522613,-0.9862928383380027,-0.1650043546187989,478.4476797358216,0.8088658726774156,,,,,917.231303120487,-0.2997200798781091,-0.4160356204824466,0.0,0.0,0.0,0.0,-0.46016750169759674
193,First Hill,129.0,1.9612403100775193,4.0,1.041356542982471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.0,-19.612403100775193,351.62311557788945,345.92763157894734,346.39285714285717,129.0,129.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.9612403100775193,1.9612403100775193,44.08319514118346,39.08401388259955,38.59504213350835,-19.612403100775193,-19.612403100775193,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.9698492462311558,-0.18831166648971848,0.9821093199149803,924.1771176919513,0.7963841409946326,18000.0,48000.0,42.5,18.5,6014.76850608491,1.2597847543949974,-0.41728349684844246,1.2057517931242347,-1.5052931046557374,1.339062317237952,1.9399885691900725,5.0623359624767605
194,First Hill,410.0,2.102439024390244,5.0,0.8951069938854871,0.0024390243902439024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-862.0,-21.024390243902438,129.0,345.92763157894734,346.39285714285717,269.5,269.5,1.9612403100775193,2.5432030294325,2.5560460313609203,2.0318396672338817,2.0318396672338817,-19.612403100775193,39.08401388259955,38.59504213350835,-20.318396672338814,-20.318396672338814,0.0,0.004516931374460902,0.002911111733831185,0.0012195121951219512,0.0012195121951219512,0.9748743718592965,-0.15721404296725106,0.9875645521655236,924.1771176919513,0.7963841409946326,18000.0,48000.0,42.5,18.5,6014.76850608491,1.2597847543949974,-0.41728349684844246,1.2057517931242347,-1.5052931046557374,1.339062317237952,1.9399885691900725,5.0623359624767605
195,First Hill,197.0,3.512690355329949,5.0,1.1321333350471017,0.02030456852791878,0.09644670050761421,0.015228426395939087,0.467005076142132,0.13705583756345177,0.27918781725888325,0.0,0.005076142131979695,1689.0,85.73604060913706,410.0,129.0,346.39285714285717,245.33333333333334,245.33333333333334,2.102439024390244,1.9612403100775193,2.5560460313609203,2.525456563265904,2.525456563265904,-21.024390243902438,-19.612403100775193,38.59504213350835,15.033082421486478,15.033082421486478,0.0024390243902439024,0.0,0.002911111733831185,0.007581197639387561,0.007581197639387561,0.9798994974874372,-0.12595970506771748,0.9920353585932579,924.1771176919513,0.7963841409946326,18000.0,48000.0,42.5,18.5,6014.76850608491,1.2597847543949974,-0.41728349684844246,1.2057517931242347,-1.5052931046557374,1.339062317237952,1.9399885691900725,5.0623359624767605
